P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
0,0,0,0,-0.1
P: I: D: Error: command:
P: I: D: Error: command:
0,0,0,0,-0.04
P: I: D: Error: command:
0,0,0,0,-0.02
0,0,0,0,-0.01
0,0,0,0,-0.006666666666666666
0,0,0,0,-0.005
0,0,0,0,-0.004
0,0,0,0,-0.012
0,0,0,0,-0.02
0,0,0,0,-0.032
0,0,0,0,-0.036000000000000004
0,0,0,0,-0.06
0,0,0,0,-0.064
0,0,0,0,-0.055999999999999994
0,0,0,0,-0.08800000000000001
0,0,0,0,-0.244
0,0,0,0,-0.4
0,0,0,0,-0.56
0,0,0,0,-0.6920000000000001
0,0,0,0,-0.668
0,0,0,0,-0.516
0,0,0,0,-0.344
0,0,0,0,-0.172
0,0,0,0,-0.044000000000000004
0,0,0,0,-0.044000000000000004
0,0,0,0,-0.055999999999999994
0,0,0,0,-0.068
0,0,0,0,-0.076
0,0,0,0,-0.07200000000000001
0,0,0,0,-0.152
0,0,0,0,-0.3
0,0,0,0,-0.46
0,0,0,0,-0.632
0,0,0,0,-0.212
0,0,0,0,0.312
0,0,0,0,0.904
0,0,0,0,1.504
0,0,0,0,2.108
0,0,0,0,2.108
0,0,0,0,1.512
0,0,0,0,1.5080000000000002
0,0,0,0,1.5080000000000002
0,0,0,0,1.5080000000000002
0,0,0,0,0.9159999999999999
0,0,0,0,0.9159999999999999
0,0,0,0,0.9159999999999999
0,0,0,0,0.9159999999999999
0,0,0,0,0.324
0,0,0,0,0.32
0,0,0,0,0.912
0,0,0,0,0.912
0,0,0,0,0.912
0,0,0,0,1.504
0,0,0,0,1.5080000000000002
0,0,0,0,0.9159999999999999
0,0,0,0,0.9159999999999999
0,0,0,0,0.9159999999999999
0,0,0,0,0.92
0,0,0,0,0.92
0,0,0,0,0.92
0,0,0,0,0.32799999999999996
0,0,0,0,-0.268
0,0,0,0,-0.868
0,0,0,0,-0.912
0,0,0,0,-1.1159999999999999
0,0,0,0,-1.3880000000000001
0,0,0,0,-1.6600000000000001
0,0,0,0,-1.9000000000000001
0,0,0,0,-2.064
0,0,0,0,-2.092
0,0,0,0,-2.056
0,0,0,0,-2.016
0,0,0,0,-1.9880000000000002
0,0,0,0,-1.9680000000000002
0,0,0,0,-1.864
0,0,0,0,-1.68
0,0,0,0,-1.46
0,0,0,0,-1.272
0,0,0,0,-1.128
0,0,0,0,-1.032
0,0,0,0,-0.892
0,0,0,0,-0.7120000000000001
0,0,0,0,-0.516
0,0,0,0,-0.304
0,0,0,0,-0.1
0,0,0,0,-0.024
0,0,0,0,-0.024
0,0,0,0,-0.027999999999999997
0,0,0,0,-0.032
0,0,0,0,-0.044000000000000004
0,0,0,0,-0.048
0,0,0,0,-0.048
0,0,0,0,-0.036000000000000004
0,0,0,0,-0.027999999999999997
0,0,0,0,-0.02
0,0,0,0,-0.004
0,0,0,0,0.012
0,0,0,0,0.027999999999999997
0,0,0,0,0.052000000000000005
0,0,0,0,0.068
0,0,0,0,0.084
0,0,0,0,0.08
0,0,0,0,0.076
0,0,0,0,0.068
0,0,0,0,0.064
0,0,0,0,0.076
0,0,0,0,0.076
0,0,0,0,0.07200000000000001
0,0,0,0,0.08
0,0,0,0,0.08
0,0,0,0,0.08
0,0,0,0,0.084
0,0,0,0,0.11199999999999999
0,0,0,0,0.08800000000000001
0,0,0,0,0.068
0,0,0,0,0.036000000000000004
0,0,0,0,0.012
0,0,0,0,-0.036000000000000004
0,0,0,0,-0.044000000000000004
0,0,0,0,-0.192
0,0,0,0,-0.192
0,0,0,0,-0.188
0,0,0,0,-0.18
0,0,0,0,-0.18
0,0,0,0,-0.04
0,0,0,0,-0.04
0,0,0,0,-0.044000000000000004
0,0,0,0,-0.044000000000000004
0,0,0,0,-0.036000000000000004
0,0,0,0,-0.027999999999999997
0,0,0,0,-0.027999999999999997
0,0,0,0,-0.024
0,0,0,0,-0.024
0,0,0,0,-0.027999999999999997
0,0,0,0,-0.032
0,0,0,0,-0.032
0,0,0,0,-0.04
0,0,0,0,-0.04
0,0,0,0,-0.036000000000000004
0,0,0,0,-0.07200000000000001
0,0,0,0,-0.22
0,0,0,0,-0.368
0,0,0,0,-0.528
0,0,0,0,-0.696
0,0,0,0,-0.828
0,0,0,0,-0.8440000000000001
0,0,0,0,-0.856
0,0,0,0,-0.8640000000000001
0,0,0,0,-0.772
0,0,0,0,-0.612
0,0,0,0,-0.452
0,0,0,0,-0.336
0,0,0,0,-0.168
0,0,0,0,-0.092
P: I: D: Error: command:
0,0,0,0,-0.12
0,0,0,0,-0.14
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
0,0,0,0,-0.08
0,0,0,0,-0.07
0,0,0,0,-0.06666666666666667
0,0,0,0,-0.065
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
0,0,0,0,-7.9
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
P: I: D: Error: command:
